androidx.appcompat.widget.MenuPopupWindow$MenuDropDownListView;AndroidX.AppCompat.Widget.MenuPopupWindow.MenuDropDownListView
androidx.core.provider.FontsContractCompat$FontRequestCallback;AndroidX.Core.Provider.FontsContractCompat.FontRequestCallback
androidx.core.app.JobIntentService$JobServiceEngineImpl;AndroidX.Core.App.JobIntentService.JobServiceEngineImpl
androidx.core.app.NotificationCompat$Action;AndroidX.Core.App.NotificationCompat.Action
androidx.core.app.NotificationCompat$CarExtender;AndroidX.Core.App.NotificationCompat.CarExtender
androidx.core.app.NotificationCompat$CarExtender$UnreadConversation;AndroidX.Core.App.NotificationCompat.CarExtender.UnreadConversation
androidx.core.app.NotificationCompat$MessagingStyle;AndroidX.Core.App.NotificationCompat.MessagingStyle
androidx.core.text.PrecomputedTextCompat$Params;AndroidX.Core.Text.PrecomputedTextCompat.Params
androidx.leanback.app.BackgroundManager$BitmapDrawable;AndroidX.Leanback.App.BackgroundManager.BitmapDrawable
androidx.leanback.app.BrowseFragment$MainFragmentRowsAdapter;AndroidX.Leanback.App.BrowseFragment.MainFragmentRowsAdapter
androidx.leanback.app.BrowseSupportFragment$MainFragmentRowsAdapter;AndroidX.Leanback.App.BrowseSupportFragment.MainFragmentRowsAdapter
androidx.leanback.widget.FullWidthDetailsOverviewRowPresenter$ViewHolder;AndroidX.Leanback.Widget.FullWidthDetailsOverviewRowPresenter.ViewHolder
androidx.leanback.widget.RowPresenter$ViewHolder;AndroidX.Leanback.Widget.RowPresenter.ViewHolder
android.support.v4.media.MediaBrowserCompat$ConnectionCallback;Android.Support.V4.Media.MediaBrowserCompat.ConnectionCallback
android.support.v4.media.MediaBrowserCompat$MediaItem;Android.Support.V4.Media.MediaBrowserCompat.MediaItem
android.support.v4.media.session.MediaSessionCompat$MediaSessionImplBase;Android.Support.V4.Media.Session.MediaSessionCompat.MediaSessionImplBase
android.support.v4.media.session.PlaybackStateCompat$CustomAction;Android.Support.V4.Media.Session.PlaybackStateCompat.CustomAction
androidx.recyclerview.widget.RecyclerView$EdgeEffectFactory;AndroidX.RecyclerView.Widget.RecyclerView.EdgeEffectFactory
androidx.recyclerview.widget.RecyclerView$ItemAnimator;AndroidX.RecyclerView.Widget.RecyclerView.ItemAnimator
androidx.recyclerview.widget.RecyclerView$LayoutManager;AndroidX.RecyclerView.Widget.RecyclerView.LayoutManager
androidx.recyclerview.widget.RecyclerView$RecycledViewPool;AndroidX.RecyclerView.Widget.RecyclerView.RecycledViewPool
androidx.recyclerview.widget.RecyclerView$SmoothScroller;AndroidX.RecyclerView.Widget.RecyclerView.SmoothScroller
androidx.recyclerview.widget.StaggeredGridLayoutManager$LazySpanLookup;AndroidX.RecyclerView.Widget.StaggeredGridLayoutManager.LazySpanLookup
androidx.leanback.preference.LeanbackListPreferenceDialogFragment$ViewHolder;AndroidX.Leanback.Preference.LeanbackListPreferenceDialogFragment.ViewHolder
androidx.mediarouter.media.SystemMediaRouteProvider$LegacyImpl;AndroidX.MediaRouter.Media.SystemMediaRouteProvider.LegacyImpl
androidx.sqlite.db.SupportSQLiteOpenHelper$Configuration;AndroidX.Sqlite.Db.SupportSQLiteOpenHelperConfiguration
androidx.tvprovider.media.tv.TvContractCompat$Channels;AndroidX.TvProvider.Media.Tv.TvContractCompat.Channels
androidx.tvprovider.media.tv.TvContractCompat$Programs;AndroidX.TvProvider.Media.Tv.TvContractCompat.Programs
androidx.tvprovider.media.tv.TvContractCompat$Programs$Genres;AndroidX.TvProvider.Media.Tv.TvContractCompat.Programs.Genres
androidx.wear.widget.BoxInsetLayout$LayoutParams;AndroidX.Wear.Widget.BoxInsetLayout.LayoutParams
com.google.android.material.snackbar.BaseTransientBottomBar$BaseCallback;Xamarin.Google.Android.Material.Snackbar.BaseTransientBottomBar.BaseCallback
com.google.android.material.appbar.AppBarLayout$BaseBehavior;Xamarin.Google.Android.Material.AppBar.AppBarLayout.BaseBehavior
com.google.android.material.appbar.AppBarLayout$Behavior;Xamarin.Google.Android.Material.AppBar.AppBarLayout.Behavior
com.google.android.material.appbar.AppBarLayout$LayoutParams;Xamarin.Google.Android.Material.AppBar.AppBarLayout.LayoutParams
